Date,Ticker,Open,Close,Adj Close,High,Low,Volume,Daily_Return,Log_Return,Rolling_Volatility_20d,Market_Cap,P/E_Ratio,Beta,Sector,Industry,Market_Phase,Post_ChatGPT
2022-01-05 00:00:00,INTC,54.189998626708984,53.869998931884766,53.869998931884766,56.16999816894531,53.83000183105469,,1.373728924766482,0.013643788018857484,,151860552129.58472,17.954996217307315,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-05 00:00:00,MSFT,325.8599853515625,316.3800048828125,316.3800048828125,326.07000732421875,315.9800109863281,40054300.0,-3.838790464706432,-0.03914413691826291,,2835369722624.1597,,0.9,Technology,Software & Cloud,1,0
2022-01-05 00:00:00,MU,95.37999725341797,94.4000015258789,94.4000015258789,98.44999694824219,94.3499984741211,28613100.0,-2.013696165409462,-0.020342473874302082,,138026111891.62448,10.815212560674821,1.7,Semiconductors,Memory Chips,1,0
2022-01-05 00:00:00,NVDA,28.948999404907227,27.604000091552734,27.604000091552734,29.416000366210938,27.533000946044922,498064000.0,-5.756233428728985,-0.05928549902197395,,2291092578754.197,103.84911005608048,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-05 00:00:00,QCOM,186.5,186.5,186.5,193.5800018310547,184.72999572753906,,-0.3898925087844174,-0.003906545710872652,,180280322161.11847,22.909561283451,1.3,Semiconductors,Wireless Technology,1,0
2022-01-05 00:00:00,QQQ,394.739990234375,384.2900085449219,384.2900085449219,395.8900146484375,384.0299987792969,75739800.0,-3.072109526138145,-0.031202881118091514,,191341374005.20428,25.995918924707805,1.1,ETF,Technology ETF,1,0
2022-01-05 00:00:00,SMCI,4.73799991607666,4.535999774932861,4.535999774932861,4.798999786376953,4.519999980926514,2963000.0,-3.775995792018494,-0.038491335450872306,,59658044401.046196,29.666858525471575,2.0,Technology,Server Solutions,1,0
2022-01-05 00:00:00,SOXX,182.39332580566406,177.55667114257812,177.55667114257812,183.9600067138672,177.39666748046875,3751800.0,-3.396807293535009,-0.03455839452422138,,9630627509.485912,19.36786120012727,1.5,ETF,Semiconductor ETF,1,0
2022-01-05 00:00:00,SPY,477.1600036621094,468.3800048828125,468.3800048828125,477.9800109863281,468.2799987792969,104538900.0,-1.9202142486770768,-0.01938889823036019,,392187740060.57776,,1.0,ETF,Broad Market,1,0
2022-01-06 00:00:00,AMD,136.19000244140625,136.22999572753906,136.22999572753906,138.0,131.77000427246094,64802900.0,0.05876006951239798,0.0005874281254335956,,226687284921.8206,45.084904384609,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-06 00:00:00,AVGO,64.01599884033203,63.702999114990234,63.702999114990234,64.86499786376953,63.44300079345703,28581000.0,-0.928466420580143,-0.00932803536703397,,576219608137.2233,29.6311698928003,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-06 00:00:00,INTC,54.61000061035156,54.0099983215332,54.0099983215332,54.66999816894531,53.41999816894531,35757900.0,0.25988378025672,0.0025954666630385688,,152255213073.17783,14.521410351528681,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-06 00:00:00,MSFT,313.1499938964844,313.8800048828125,313.8800048828125,318.70001220703125,311.489990234375,39646100.0,-0.7901890010166723,-0.007933275388236734,,2812964942937.8267,39.55475669206644,0.9,Technology,Software & Cloud,1,0
2022-01-06 00:00:00,MU,95.0999984741211,95.6500015258789,95.6500015258789,96.70999908447266,94.12000274658203,,1.3241525209693128,0.013154622523568313,,139853788131.83337,15.264488273289503,1.7,Semiconductors,Memory Chips,1,0
2022-01-06 00:00:00,NVDA,27.639999389648438,28.17799949645996,28.17799949645996,28.437999725341797,27.065000534057617,,2.0794066186185844,0.020580820686111178,,2338733709475.4907,98.24428942038719,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-06 00:00:00,QCOM,184.52000427246094,185.9499969482422,185.9499969482422,188.47000122070312,183.0,9117700.0,-0.29490780255110316,-0.0029534351245031065,,179748661424.60104,22.090519682846697,1.3,Semiconductors,Wireless Technology,1,0
2022-01-06 00:00:00,QQQ,382.4200134277344,384.0199890136719,384.0199890136719,387.3500061035156,380.1300048828125,70814300.0,-0.07026452034816222,-0.000702892174317969,,191206928906.53195,27.40342503555722,1.1,ETF,Technology ETF,1,0
2022-01-06 00:00:00,SMCI,4.540999889373779,4.510000228881836,4.510000228881836,4.609000205993652,4.493000030517578,1548000.0,-0.5731822606056092,-0.005748312543035396,,59316095073.51518,33.67027798134124,2.0,tech,Server Solutions,1,0
2022-01-06 00:00:00,SOXX,177.52999877929688,178.93666076660156,178.93666076660156,179.77333068847656,175.60667419433594,2934300.0,0.7772107998776923,0.007742060753940453,,9705477786.585629,18.600361575430703,1.5,etf,Semiconductor ETF,1,0
2022-01-06 00:00:00,SPY,467.8900146484375,467.94000244140625,467.94000244140625,470.82000732421875,465.42999267578125,86858900.0,-0.09394133755055156,-0.0009398549007887172,,391819313651.8556,20.556155228209416,1.0,ETF,Broad Market,1,0
2022-01-07 00:00:00,AMD,136.27999877929688,132.0,132.0,137.44000244140625,131.1300048828125,58441100.0,-3.105039903252349,-0.03154267982948299,,219648554269.39868,20.340703589697135,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-07 00:00:00,AVGO,63.584999084472656,61.915000915527344,61.915000915527344,63.99100112915039,61.84600067138672,27832000.0,54.120045114515754,-0.028469151883875766,,560046435191.5538,36.389910282169126,1.4,Semi,Semiconductor Solutions,1,0
2022-01-07 00:00:00,INTC,54.189998626708984,53.439998626708984,53.439998626708984,54.38999938964844,53.150001525878906,30717200.0,-1.055359586258242,-0.010609679997256724,,150648373086.43213,25.555752498318824,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-07 00:00:00,MSFT,314.1499938964844,314.0400085449219,314.0400085449219,316.5,310.0899963378906,32720000.0,0.050976060794027944,0.0005096307241394646,,2814398881657.2534,29.25539139803355,0.9,Technology,Software & Cloud,1,0
2022-01-07 00:00:00,MU,96.08999633789062,94.44999694824219,94.44999694824219,97.19000244140625,93.94000244140625,14857900.0,-1.2545787333960945,-0.012625150202305783,,138099212248.08255,15.565333094250867,1.7,Semiconductors,Memory Chips,1,0
07.01.2022,NVDA,28.141000747680664,27.246999740600586,27.246999740600586,28.422000885009766,27.05699920654297,409939000.0,-3.303995217887412,-0.03359809997581361,,2261462059555.3,54.34494437598289,1.6,Semi,GPU Manufacturing,1,0
2022-01-07 00:00:00,QCOM,186.60000610351562,180.41000366210938,180.41000366210938,188.36000061035156,180.1199951171875,7386200.0,-2.97929194786426,-0.030245745195839793,,174393424028.38412,15.35773013679756,1.3,Semiconductors,Wireless Technology,1,0
2022-01-07 00:00:00,QQQ,384.0299987792969,379.8599853515625,379.8599853515625,385.760009765625,378.0400085449219,72652300.0,-1.0832778972766577,-0.010891880734668208,,189135626507.62598,24.355454988849328,1.1,Index Fund,Technology ETF,1,0
2022-01-07 00:00:00,SMCI,4.510000228881836,4.4079999923706055,4.4079999923706055,4.541999816894531,4.40500020980835,1360000.0,-2.2616459275994205,-0.022876134144631497,,57974575024.87402,52.25472863883583,2.0,Technology,Server Solutions,1,0
2022-01-07 00:00:00,SOXX,178.76333618164062,173.74667358398438,173.74667358398438,179.4166717529297,173.20333862304688,2284500.0,-2.9004605095357294,-0.02943355333373435,,9423974236.123951,,1.5,Index,Semiconductor ETF,1,0
2022-01-07 00:00:00,SPY,467.95001220703125,466.0899963378906,466.0899963378906,469.20001220703125,464.6499938964844,85111600.0,-0.39535113344948414,-0.003961347119826814,,390270251554.25903,24.635707336897845,1.0,ETF,Broad Market,1,0
2022-01-10 00:00:00,AMD,129.0800018310547,132.0,132.0,132.4199981689453,125.02999877929688,,0.0,0.0,2.5226850607396436,219648554269.39868,37.11071164622052,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-10 00:00:00,AVGO,60.88600158691406,62.11600112915039,62.11600112915039,62.20399856567383,60.356998443603516,29793000.0,0.32463895768535256,0.003241131431130814,2.191824336643526,561864564101.3137,36.00299884675454,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-10 00:00:00,INTC,53.970001220703125,55.209999084472656,55.209999084472656,55.310001373291016,53.310001373291016,49260800.0,3.3121266902111035,0.03258457618273795,1.6755737335813823,155638038059.79666,13.621617993108243,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-10 00:00:00,MSFT,309.489990234375,314.2699890136719,314.2699890136719,314.7200012207031,304.69000244140625,44289500.0,0.07323285648079825,0.0007320605430898899,1.625770187140843,2816459946351.0547,37.45510980585358,0.9,Technology,Software & Cloud,1,0
2022-01-10 00:00:00,MU,94.26000213623047,93.88999938964844,93.88999938964844,95.66999816894531,91.04000091552734,20290000.0,-0.5929037339203136,-0.005946683866941774,1.3579038026928636,137280416862.14914,,1.7,Semiconductors,Memory Chips,1,0
10.01.2022,NVDA,26.58099937438965,27.399999618530273,27.399999618530273,27.4689998626709,25.643999099731445,594681000.0,0.5615292670249517,0.00559958568647121,3.140600454220154,2274160830882.368,45.97970382135638,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-10 00:00:00,QCOM,178.27000427246094,179.67999267578125,179.67999267578125,180.0,173.75999450683594,11159300.0,-0.4046399709050297,-0.0040546085359660505,1.332244305464639,173687758528.1354,19.33771080690095,1.3,Chips,Wireless Technology,1,0
2022-01-10 00:00:00,QQQ,374.82000732421875,380.1099853515625,380.1099853515625,380.6400146484375,369.30999755859375,,0.0658137233824796,0.0006579207564915108,1.2597052729265004,189260103705.67343,21.485432914581352,1.1,ETF,Technology ETF,1,0
2022-01-10 00:00:00,SMCI,4.388000011444092,4.418000221252441,4.418000221252441,4.420000076293945,4.26800012588501,1695000.0,0.22686544689529686,0.0022660849578912336,2.69219203607338,58106099303.58985,50.08825437813758,2.0,Technology,Server Solutions,1,0
2022-01-10 00:00:00,SOXX,171.59666442871094,173.80999755859375,173.80999755859375,174.18666076660156,168.0,5377500.0,0.03644615076832114,0.00036439510772091704,1.867067275716168,9427408911.982416,23.067077409497166,1.5,ETF,Semiconductor ETF,1,0
2022-01-10 00:00:00,SPY,462.70001220703125,465.510009765625,465.510009765625,465.739990234375,456.6000061035156,119362000.0,-0.1244366059822366,-0.0012451409261460564,0.7985314320887487,389784612499.0665,18.580982097795335,1.0,ETF,Broad Market,1,0
2022-01-11 00:00:00,AMD,133.4499969482422,137.30999755859375,137.30999755859375,138.99000549316406,131.58999633789062,,4.022725423177076,0.039439202967038435,3.4994237595661315,228484412503.63467,70.72851147070963,1.8,Tech,Semiconductor Design,1,0
2022-01-11 00:00:00,AVGO,61.55400085449219,62.20500183105469,62.20500183105469,62.79999923706055,61.457000732421875,19037000.0,0.143281441635712,0.0014317889172310086,2.0453352751801956,562669611748.7982,25.191477511883004,1.4,SEMICONDUCTORS,Semiconductor Solutions,1,0
2022-01-11 00:00:00,INTC,55.5,55.90999984741211,55.90999984741211,56.08000183105469,54.72999954223633,39795200.0,1.267887655401756,0.012599172596067059,1.513418292680199,157611353531.4663,14.063396756632706,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-11 00:00:00,MSFT,313.3800048828125,314.9800109863281,314.9800109863281,316.6099853515625,309.8900146484375,29386800.0,0.22592738647575494,0.0022567255430755114,1.5730754704706407,2822823100698.982,26.20375177929702,0.9,Technology,Software & Cloud,1,0
2022-01-11 00:00:00,MU,92.45999908447266,94.19999694824219,94.19999694824219,94.2699966430664,91.6500015258789,14924900.0,0.33017100927570375,0.003296271415990023,1.2490672463765957,137733677000.04077,17.379962987394375,1.7,Semiconductors,Memory Chips,1,0
2022-01-11 00:00:00,NVDA,27.322999954223633,27.816999435424805,27.816999435424805,28.065000534057617,26.839000701904297,404089000.0,1.5218971631390854,0.015104324823602439,3.1256249563905936,2308771220052.787,98.87341442003871,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-11 00:00:00,QCOM,179.19000244140625,185.39999389648438,185.39999389648438,185.64999389648438,177.22000122070312,9591000.0,3.1834380308688237,0.031338169983396794,1.9846528454451995,179217000688.08365,17.08361480907126,1.3,Semiconductors,Wireless Technology,1,0
2022-01-11 00:00:00,QQQ,379.3599853515625,385.82000732421875,385.82000732421875,385.989990234375,377.2200012207031,68295700.0,1.5022025710203613,0.014910312465401723,1.5461551246618914,192103173849.45584,20.455763553250556,1.1,index,Technology ETF,1,0
2022-01-11 00:00:00,SMCI,4.400000095367432,4.491000175476074,4.491000175476074,4.510000228881836,4.383999824523926,2053000.0,1.652330252779799,0.01638827810073084,2.57908020180153,59066203961.09334,43.287711425570066,2.0,Technology,Server Solutions,1,0
2022-01-11 00:00:00,SOXX,173.22666931152344,177.0800018310547,177.0800018310547,177.2866668701172,171.94667053222656,3157200.0,1.8813671931377618,0.018638883675228323,2.0805225238056755,9604773090.4154,20.187286631717352,1.5,ETF,Semiconductor ETF,1,0
2022-01-11 00:00:00,SPY,465.2300109863281,469.75,469.75,469.8500061035156,462.04998779296875,,0.9108268663244656,0.009067038551736909,0.9209961095690463,393334875470.5067,24.965577442841095,1.0,ETF,Broad Market,1,0
2022-01-12 00:00:00,AMD,138.58999633789062,137.47000122070312,137.47000122070312,140.57000732421875,135.77000427246094,69669600.0,0.11652732135625232,0.0011645948096974897,3.2480574901100345,228750659269.24173,64.09698798234271,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-12 00:00:00,AVGO,62.750999450683594,62.20000076293945,62.20000076293945,63.0989990234375,61.9739990234375,18806000.0,-0.008039655924807487,-8.039979122467203e-05,1.9079882845551426,562624375048.0201,33.523140918107664,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-12 00:00:00,INTC,56.13999938964844,55.7400016784668,55.7400016784668,56.279998779296875,54.810001373291016,29136800.0,-0.304056822409704,-0.003045200143153218,1.4473954251377092,157132125458.1616,18.26214554001126,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-12 00:00:00,MSFT,319.6700134277344,318.2699890136719,318.2699890136719,323.4100036621094,317.0799865722656,34372200.0,1.0445037502670562,0.010390864994515499,1.6305377633224045,2852307593849.1875,35.03691404284967,0.9,Technology,Software & Cloud,1,0
2022-01-12 00:00:00,MU,95.16000366210938,95.11000061035156,95.11000061035156,96.2300033569336,93.77999877929688,13339200.0,0.966033642877262,0.009613973725879703,1.231532431536012,139064230657.43307,,1.7,Semiconductors,Memory Chips,1,0
2022-01-12 00:00:00,NVDA,28.066999435424805,27.999000549316406,27.999000549316406,28.594999313354492,27.607999801635742,383413000.0,0.6542801796940889,0.006521490575488862,2.945094850097169,2323877052540.074,40.138532358385724,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-12 00:00:00,QCOM,186.60000610351562,186.4199981689453,186.4199981689453,189.4600067138672,185.19000244140625,7317500.0,0.5501641348653052,0.005486562599852042,1.8261728708599774,180202988349.4508,21.150689889279164,1.3,Semiconductors,Wireless Technology,1,0
2022-01-12 00:00:00,QQQ,388.4599914550781,387.3500061035156,387.3500061035156,390.20001220703125,385.010009765625,,0.39655765648543007,0.00395773439176342,1.4667546649209704,192864973693.7074,28.46280353932326,1.1,ETF,Technology ETF,1,0
2022-01-12 00:00:00,SMCI,4.533999919891357,4.484000205993652,4.484000205993652,4.5370001792907715,4.436999797821045,1861000.0,-0.15586660451821777,-0.001559882028808229,2.3545492006078286,58974139474.56137,46.10100315573353,2.0,Technology,Server Solutions,1,0
2022-01-12 00:00:00,SOXX,178.7899932861328,178.3800048828125,178.3800048828125,180.02333068847656,176.60333251953125,3571500.0,0.7341331817909635,0.007314515406946536,1.970144013609114,9675284916.707869,20.100405215092664,1.5,ETF,Semiconductor ETF,1,0
2022-01-12 00:00:00,SPY,471.5899963378906,471.0199890136719,471.0199890136719,473.20001220703125,468.94000244140625,,0.2703542338843734,0.002699894341785254,0.8657486283478404,394398272959.6851,21.461069066250428,1.0,ETF,Broad Market,1,0
2022-01-13 00:00:00,AMD,139.44000244140625,132.74000549316406,132.74000549316406,141.25,131.80999755859375,76618100.0,-3.440747570770164,-0.03501335126244453,3.1083471539058483,220879926517.31454,40.32770049813162,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-13 00:00:00,AVGO,62.74700164794922,59.71900177001953,59.71900177001953,62.78799819946289,59.415000915527344,30048000.0,-3.9887443126820243,-0.0407047546502217,2.0769904369413386,540182727286.5295,31.93997815236873,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-13 00:00:00,INTC,56.0,54.939998626708984,54.939998626708984,56.209999084472656,54.77000045776367,29605400.0,-1.435240451503006,-0.01445639649529937,1.533667897539235,154876901631.2796,,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-13 00:00:00,MSFT,320.4700012207031,304.79998779296875,304.79998779296875,320.8800048828125,304.0,45366000.0,-4.232256161646609,-0.04324426085722078,1.9576180628710964,2731590629959.391,27.999909870517406,0.9,Technology,Software & Cloud,1,0
2022-01-13 00:00:00,MU,96.5,95.62000274658203,95.62000274658203,98.11000061035156,95.30000305175781,23679800.0,51.908524439661804,0.005347909010268536,1.1614233923710917,139809925686.90845,18.953102153307004,1.7,Semiconductors,Memory Chips,1,0
2022-01-13 00:00:00,NVDA,28.378999710083008,26.575000762939453,26.575000762939453,28.479999542236328,26.49799919128418,540171000.0,-5.085895062106848,-0.052197861933935295,3.0856162795448268,2205687104275.504,89.02978499841592,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-13 00:00:00,QCOM,188.6999969482422,183.88999938964844,183.88999938964844,191.5800018310547,183.2899932861328,10190900.0,-1.3571498788472414,-0.0136644333771606,1.7604390244808257,177757363711.38712,19.357068390202237,1.3,Semiconductors,Wireless Technology,1,0
2022-01-13 00:00:00,QQQ,388.7699890136719,377.6600036621094,377.6600036621094,389.4700012207031,376.70001220703125,77994000.0,-2.501614118683315,-0.02533436318474507,1.5299318343278228,188040236281.79074,29.838813045496277,1.1,ETF,Technology ETF,1,0
2022-01-13 00:00:00,SMCI,4.519000053405762,4.5289998054504395,4.5289998054504395,4.565000057220459,4.485000133514404,1677000.0,1.0035592638162116,0.009985570468049636,2.222551688955035,59565979914.51423,38.11634342408501,2.0,Technology,Server Solutions,1,0
2022-01-13 00:00:00,SOXX,181.10667419433594,174.21665954589844,174.21665954589844,182.61666870117188,173.77333068847656,,-2.3339753464236,-0.02361643917360901,1.941373351343998,9449466152.055666,18.584984344781486,1.5,ETF,Semiconductor ETF,1,0
2022-01-13 00:00:00,SPY,472.19000244140625,464.5299987792969,464.5299987792969,472.8800048828125,463.44000244140625,91173100.0,-1.3778587715492119,-0.013874393518961387,0.9035728258724668,388964021760.87146,24.850987877944007,1.0,ETF,Broad Market,1,0
2022-01-14 00:00:00,AMD,131.67999267578125,136.8800048828125,136.8800048828125,137.0,131.42999267578125,71078400.0,3.1188784227236255,0.03071229615548802,3.2890527467690074,227768902885.59088,74.6396015291431,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-14 00:00:00,AVGO,59.577999114990234,59.637001037597656,59.637001037597656,60.03799819946289,59.20000076293945,25661000.0,-0.1373109562977315,-0.001374053141770236,1.9801517882703714,539440997217.9372,25.849742050086398,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-14 00:00:00,INTC,54.849998474121094,55.70000076293945,55.70000076293945,55.77000045776367,54.529998779296875,30151500.0,1.383331188983683,0.013738504959604138,1.4707764533625975,157019362116.0767,10.555650928173572,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-14 00:00:00,MSFT,304.25,310.20001220703125,310.20001220703125,310.82000732421875,303.75,39846400.0,1.7716616241239436,0.017561506331394056,2.073686233764276,2779985172878.5474,,0.9,Technology,Software & Cloud,1,0
2022-01-14 00:00:00,MU,94.44000244140625,97.36000061035156,97.36000061035156,97.43000030517578,94.4000015258789,18385000.0,1.8197007046538038,0.018033423026404222,1.2460727555102942,142354047889.80908,15.18000441502572,1.7,Semiconductors,Memory Chips,1,0
2022-01-14 00:00:00,NVDA,26.299999237060547,26.941999435424805,26.941999435424805,27.19700050354004,26.209999084472656,395832000.0,1.3809921428004523,0.013715433384241178,3.0430545067827497,2236147469880.3115,34.51026921244109,1.6,Semiconductors,GPU Manufacturing,1,0
2022-01-14 00:00:00,QCOM,182.8000030517578,188.69000244140625,188.69000244140625,190.08999633789062,182.00999450683594,9587300.0,2.6102577996027776,0.0257677203046886,1.8852219379518809,182397289162.03186,20.086775905142723,1.3,Semiconductors,Wireless Technology,1,0
2022-01-14 00:00:00,QQQ,375.07000732421875,380.010009765625,380.010009765625,380.3500061035156,374.8599853515625,80121200.0,0.622254430103264,0.006203264211713505,1.5032031851416319,189210324982.43082,22.486725679600212,1.1,ETF,Technology ETF,1,0
2022-01-14 00:00:00,SMCI,4.550000190734863,4.557000160217285,4.557000160217285,4.591000080108643,4.546000003814697,3038000.0,0.6182458814228298,0.006163425822574549,2.0915899661837405,59934244132.06486,,2.0,Information Technology,Server Solutions,1,0
2022-01-14 00:00:00,SOXX,172.836669921875,178.3866729736328,178.3866729736328,178.55332946777344,172.81333923339844,3401700.0,2.393579028896342,0.023653819855353978,2.0864816544076974,9675646592.213928,,1.5,ETF,Semiconductor ETF,1,0
2022-01-14 00:00:00,SPY,461.19000244140625,464.7200012207031,464.7200012207031,465.0899963378906,459.8999938964844,95890900.0,0.04090208208415991,0.0004089371946281227,0.8549732289009118,389123116144.32996,20.337057146257997,1.0,ETF,Broad Market,1,0
2022-01-18 00:00:00,AMD,134.5,131.92999267578125,131.92999267578125,136.38999938964844,131.58999633789062,56527400.0,-3.616315042704099,-0.036833241876412584,3.210976126894283,,68.26132171064883,1.8,Semiconductors,Semiconductor Design,1,0
2022-01-18 00:00:00,AVGO,58.832000732421875,57.77899932861328,57.77899932861328,59.104000091552734,57.5989990234375,35825000.0,-3.1155183470963133,-0.031650827977290276,1.9669100025388615,522634613977.853,28.58574036376052,1.4,Semiconductors,Semiconductor Solutions,1,0
2022-01-18 00:00:00,INTC,55.310001373291016,54.7599983215332,54.7599983215332,55.650001525878906,54.68000030517578,35313800.0,-1.6876165682778388,-0.017020190861617115,1.55233146110972,154369477345.6016,13.109006960100453,1.2,Semiconductors,CPU Manufacturing,1,0
2022-01-18 00:00:00,MSFT,304.07000732421875,302.6499938964844,302.6499938964844,309.79998779296875,301.739990234375,42333200.0,-2.4339194111662077,-0.024640287923784372,2.0203437652059346,2712322574128.314,30.794929497789802,0.9,Technology,Software & Cloud,1,0
